,tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres_x,primaryName,film_2,film_3,film_4,averageRating,original_language,overview,popularity,release_date,runtime,spoken_languages,production_companies_name,region,poster_ok,clean_overview
53596,tt0120201,movie,Starship Troopers,Starship Troopers,1997,129,"Action,Adventure,Sci-Fi",Dagmar Altrichter,tt0078748,tt0038650,tt0106226,7.3,en,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",25.891,1997-11-07,129.0,['en'],"['Touchstone Pictures', 'Big Bug Pictures', 'Digital Image Associates']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,set in the future the story follows a young soldier named johnny rico and his exploits in the mobile infantry ricos military career progresses from recruit to noncommissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as the bugs
53659,tt0120202,movie,State and Main,State and Main,2000,105,"Comedy,Drama",Luis González Páramo,tt0177822,tt0078439,tt0071415,6.7,en,A movie crew invades a small town whose residents are all too ready to give up their values for showbiz glitz.,8.336,2000-08-26,102.0,"['it', 'en']","['Fine Line Features', 'Filmtown Entertainment Group', 'El Dorado Pictures', 'Green/Renzi']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a movie crew invades a small town whose residents are all too ready to give up their values for showbiz glitz
53666,tt0120211,movie,Still Breathing,Still Breathing,1997,109,"Comedy,Drama,Fantasy",Jim Cullum,tt0120769,tt29940841,Pas de film,6.4,en,"Two lost souls: she a con-artist in L.A.; he a puppeteer in San Antonio have the same dream linking each with the other. He travels to L.A. to find this woman he has become obsessed with. She resists, afraid of his kooky ideas until she travels with him to San Antonio and meets his wise grandmother. Story of two disparate people linked by ""fate"" gets increasingly interesting as it rolls along.",5.184,1997-09-01,109.0,['en'],['ZapPictures'],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,two lost souls she a conartist in la he a puppeteer in san antonio have the same dream linking each with the other he travels to la to find this woman he has become obsessed with she resists afraid of his kooky ideas until she travels with him to san antonio and meets his wise grandmother story of two disparate people linked by fate gets increasingly interesting as it rolls along
53671,tt0120244,movie,Sunday,Sunday,1997,91,"Drama,Romance",Gérard Barreaux,tt0104749,tt0162555,tt0109110,6.7,en,"This film concerns two mysterious characters who meet on a Sunday in Queens. Madeleine the most unsettling creature of that name since ""Vertigo"" is a middle-aged, moderately successful actress. Oliver/Matthew is either a homeless man or a famous film director or both. Madeleine hails him on the street as the latter, launching a bizarre chain of events that includes a conversation in a diner, a very unromantic sexual encounter, the arrival of Madeleine's odd husband and unsuspecting daughter, and a child's birthday party. The film also compassionately tracks the daily rounds of Oliver/Matthew's fellow denizens of the homeless shelter, some of whom will be recognizable to New York audiences.",0.6,1997-05-01,91.0,['en'],"['Sunday Productions', 'Goatworks Films', 'Ocelot Films Inc.']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,this film concerns two mysterious characters who meet on a sunday in queens madeleine the most unsettling creature of that name since vertigo is a middleaged moderately successful actress olivermatthew is either a homeless man or a famous film director or both madeleine hails him on the street as the latter launching a bizarre chain of events that includes a conversation in a diner a very unromantic sexual encounter the arrival of madeleines odd husband and unsuspecting daughter and a childs birthday party the film also compassionately tracks the daily rounds of olivermatthews fellow denizens of the homeless shelter some of whom will be recognizable to new york audiences
53674,tt0120255,movie,The Sweet Hereafter,The Sweet Hereafter,1997,112,Drama,Russell Banks,tt0118564,tt2150507,tt3750408,7.4,en,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",9.12,1997-09-25,112.0,['en'],"['Fine Line Features', 'Ego Film Arts', 'Alliance Films']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a small mountain community in canada is devastated when a school bus accident leaves more than a dozen of its children dead a bigcity lawyer arrives to help the survivors and victims families prepare a classaction suit but his efforts only seem to push the townspeople further apart at the same time one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage
53680,tt0120257,movie,Swept from the Sea,Swept from the Sea,1997,115,"Drama,Mystery,Romance",Richard Romain,tt0318346,tt0099724,tt0133302,6.7,en,"The film tells the story of Russian emigree and the only survivor from ship crash Yanko Goorall and servant Amy Foster in the end of 19th century. When Yanko enters a farm sick and hungry after the shipwreck, everyone is afraid of him, except for Amy, who is very kind and helps him. Soon he becomes like a son for Dr. James Kennedy and romance between Yanko and Amy follows.",5.092,1998-01-23,113.0,['en'],"['Tapson Steel Films Productions', 'TriStar Pictures', 'Phoenix Pictures']",GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,the film tells the story of russian emigree and the only survivor from ship crash yanko goorall and servant amy foster in the end of th century when yanko enters a farm sick and hungry after the shipwreck everyone is afraid of him except for amy who is very kind and helps him soon he becomes like a son for dr james kennedy and romance between yanko and amy follows
53686,tt0120303,movie,Telling Lies in America,Telling Lies in America,1997,101,"Drama,Music",Ben Saypol,Pas de film,Pas de film,Pas de film,6.2,en,"A 17-year-old boy becomes friends with Billy Magic, the radio DJ he idolizes, and eventually slips into the payola and corruption of the entertainment world.",3.828,1997-08-02,101.0,['en'],"['Kuzui Enterprises', 'Banner Entertainment', 'Ben Myron Productions']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a yearold boy becomes friends with billy magic the radio dj he idolizes and eventually slips into the payola and corruption of the entertainment world
53692,tt0120321,movie,Smoke Signals,Smoke Signals,1998,89,"Comedy,Drama",Chief Leonard George,tt0065988,tt0251174,tt0353867,7.2,en,"Young Native American man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by Arnold. Arnold soon left his family, and Victor hasn't seen his father for 10 years. When Victor hears Arnold has died, Thomas offers him funding for the trip to get Arnold's remains.",4.81,1998-01-16,89.0,['en'],"['ShadowCatcher Entertainment', 'Miramax']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,young native american man thomas is a nerd in his reservation wearing oversize glasses and telling everyone stories noone wants to hear his parents died in a fire in  and thomas was saved by arnold arnold soon left his family and victor hasnt seen his father for  years when victor hears arnold has died thomas offers him funding for the trip to get arnolds remains
53706,tt0120338,movie,Titanic,Titanic,1997,194,"Drama,Romance",James Horner,tt0499549,tt0120746,tt0177971,8.0,en,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",108.782,1997-11-18,194.0,"['en', 'fr', 'de', 'sv', 'it', 'ru']","['Paramount', '20th Century Fox', 'Lightstorm Entertainment']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,yearold rose dewitt bukater tells the story of her life aboard the titanic  years later a young rose boards the ship with her mother and fianc meanwhile jack dawson and fabrizio de rossi win thirdclass tickets aboard the ship rose tells the whole story from titanics departure through to its deathon its first and last voyageon april  
53751,tt0120347,movie,Tomorrow Never Dies,Tomorrow Never Dies,1997,119,"Action,Adventure,Thriller",Peter Bond,tt0143145,tt0089092,tt0082096,6.5,en,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,23.266,1997-12-11,119.0,"['de', 'en', 'da', 'zh', 'cn']","['Eon Productions', 'United Artists', 'Danjaq']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a deranged media mogul is staging international incidents to pit the worlds superpowers against each other now james bond must take on this evil mastermind in an adrenalinecharged battle to end his reign of terror and prevent global pandemonium
53793,tt0120363,movie,Toy Story 2,Toy Story 2,1999,92,"Adventure,Animation,Comedy",Estelle Harris,tt0435761,tt0328880,tt0098904,7.9,en,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",69.125,1999-10-30,92.0,['en'],['Pixar'],FR,https://media.themoviedb.org/t/p/w220_and_h330_face/xVhEI1WCgNCCa5I86AqiwuZoog3.jpg,andy heads off to cowboy camp leaving his toys to their own devices things shift into high gear when an obsessive toy collector named al mcwhiggen owner of als toy barn kidnaps woody andys toys mount a daring rescue mission buzz lightyear meets his match and woody has to decide where he and his heart truly belong
53801,tt0120366,movie,Traveller,Traveller,1997,101,"Crime,Drama,Romance",Kevin Sharp,tt0365755,tt0133372,tt0256915,6.1,en,"A young man, Pat, visits the clan of gypsy-like grifters (Irish Travellers) in rural North Carolina from whom he is descended. He is at first rejected, but cousin Bokky takes him on as an apprentice. Pat learns the game while Bokky falls in love and desires a different life. Written by Jeff Hole",3.168,1997-04-18,101.0,['en'],"['MDP Worldwide', 'Banner Entertainment']",CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a young man pat visits the clan of gypsylike grifters irish travellers in rural north carolina from whom he is descended he is at first rejected but cousin bokky takes him on as an apprentice pat learns the game while bokky falls in love and desires a different life written by jeff hole
53806,tt0120378,movie,Too Late,Prea târziu,1996,106,"Drama,Thriller",Marinela Chelaru,tt0379380,tt0228165,tt1792101,7.6,ro,An inexperienced prosecutor becomes involved with a local woman while investigating a miner's death.,0.934,1996-05-01,106.0,['ro'],['Filmex Romania'],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,an inexperienced prosecutor becomes involved with a local woman while investigating a miners death
53810,tt0120382,movie,The Truman Show,The Truman Show,1998,103,"Comedy,Drama",Judy Clayton,tt0242193,tt0109040,tt0119214,8.2,en,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend is really an actor, paid to be part of his life.",51.344,1998-06-04,103.0,['en'],"['Paramount', 'Scott Rudin Productions']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,truman burbank is the star of the truman show a houraday reality tv show that broadcasts every aspect of his life without his knowledge his entire life has been an unending soap opera for consumption by the rest of the world and everyone he knows including his wife and his best friend is really an actor paid to be part of his life
53834,tt0120392,movie,The Twilight of the Golds,The Twilight of the Golds,1996,92,"Drama,Romance",Howard Bragman,tt14153448,tt5473298,tt0380271,6.4,en,"When Suzanne Stein has a genetic analysis done on her unborn child, she discovers that although she has a healthy baby, the child will most likely be born gay, like her brother, David. She must decide whether to keep the child, or to have an abortion. Her family enters a crisis about love and acceptance as she makes this difficult choice.",1.644,1996-10-10,92.0,['en'],"['Showtime Networks', 'Regent Entertainment', 'Below The Belt Entertainment']",CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,when suzanne stein has a genetic analysis done on her unborn child she discovers that although she has a healthy baby the child will most likely be born gay like her brother david she must decide whether to keep the child or to have an abortion her family enters a crisis about love and acceptance as she makes this difficult choice
53838,tt0120394,movie,Twin Town,Twin Town,1997,99,"Comedy,Drama",Huw Ceredig,tt0105222,tt0346444,tt0819714,6.8,en,"Jeremy and Julian Lewis, the ""Lewis Twins"", are two unruly brothers who terrorise the city of Swansea from the caravan park where they live with their family. When their father, Fatty, is injured while working on a roof for local kingpin Bryn Cartwright, they try in vain to claim compensation. Thus begins a campaign of terror, which local policemen Terry and Grayo are ill-equipped to prevent, involved as they are in a drugs deal with Cartwright.",3.727,1997-04-11,99.0,"['en', 'cy']","['Agenda', 'Aimimage Productions', 'Figment Films', 'PolyGram Filmed Entertainment']",CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,jeremy and julian lewis the lewis twins are two unruly brothers who terrorise the city of swansea from the caravan park where they live with their family when their father fatty is injured while working on a roof for local kingpin bryn cartwright they try in vain to claim compensation thus begins a campaign of terror which local policemen terry and grayo are illequipped to prevent involved as they are in a drugs deal with cartwright
53846,tt0120404,movie,A Witch's Way of Love,Un amour de sorcière,1997,102,"Adventure,Comedy,Fantasy",Eléonore Hirt,tt1063369,tt0253002,tt0272984,5.1,fr,"Michael Firch is very skilled in computers and he goes to Paris to meet very important persons to discuss a contract. Michael was born on a special astral date. On arriving in Paris, he meets Morgane and her son. Morgane is a witch, she is beautiful, she is good and she needs Michael to save her son from evil powers. Molok is a sorcerer and he opposes Morgana's plan.",4.915,1997-03-19,102.0,['fr'],[],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,michael firch is very skilled in computers and he goes to paris to meet very important persons to discuss a contract michael was born on a special astral date on arriving in paris he meets morgane and her son morgane is a witch she is beautiful she is good and she needs michael to save her son from evil powers molok is a sorcerer and he opposes morganas plan
53850,tt0120434,movie,Vegas Vacation,Vegas Vacation,1997,93,Comedy,Gene Ellison-Jones,tt0114436,tt0261651,tt0106292,5.9,en,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",11.954,1997-02-13,93.0,['en'],"['Jerry Weintraub Productions', 'Warner Bros. Pictures']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,the griswold family hits the road again for a typically illfated vacation this time to the glitzy mecca of slots and showgirlslas vegas
53886,tt0120448,movie,The Life of Jesus,La vie de Jésus,1997,96,"Drama,Romance",David Douche,Pas de film,Pas de film,Pas de film,6.9,fr,Twenty-something Freddy is becalmed in a podunk French village where the only sign of life is the local amateur brass band and youth aimlessly roaming around the countryside on scooters. He has an intense sexual connection with his girlfriend but has no joy or passion to give her. When she falls for a handsome Arab youth a tragedy unfolds.,5.721,1997-06-04,96.0,"['ar', 'fr']","['3B Productions', 'Norfilm', 'PROCIREP', 'Fondation GAN pour le Cinéma', 'Région Nord-Pas-de-Calais', 'CNC', 'Canal+', 'Centre Régional des Ressources Audiovisuelles (CRRAV)', 'Ministère de la culture', 'Pictanovo']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,twentysomething freddy is becalmed in a podunk french village where the only sign of life is the local amateur brass band and youth aimlessly roaming around the countryside on scooters he has an intense sexual connection with his girlfriend but has no joy or passion to give her when she falls for a handsome arab youth a tragedy unfolds
53890,tt0120458,movie,Virus,Virus,1999,99,"Action,Horror,Sci-Fi",Charles Thomas Baxter,tt0349710,tt0252501,tt0103241,5.1,en,"When the crew of an American tugboat boards an abandoned Russian research vessel, the alien life form aboard regards them as a virus which must be destroyed.",11.204,1999-01-14,99.0,"['en', 'ru']","['Universal Pictures', 'Mutual Film Company', 'Dark Horse Entertainment', 'Valhalla Motion Pictures', 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'UGC PH', 'BBC Film', 'Marubeni', 'TOHO-TOWA']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,when the crew of an american tugboat boards an abandoned russian research vessel the alien life form aboard regards them as a virus which must be destroyed
53902,tt0120461,movie,Volcano,Volcano,1997,104,"Action,Drama,Sci-Fi",Joy Baggish,tt0103253,tt0101328,tt0094466,5.6,en,"An earthquake shatters a peaceful Los Angeles morning and opens a fissure deep into the earth, causing lava to start bubbling up. As a volcano begins forming in the La Brea Tar Pits, the director of the city's emergency management service, working with a geologist, must then use every resource in the city to try and stop the volcano from consuming LA.",16.632,1997-04-25,104.0,"['de', 'es', 'en']","['20th Century Fox', 'Fox 2000 Pictures', 'Donner/Shuler-Donner Productions']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,an earthquake shatters a peaceful los angeles morning and opens a fissure deep into the earth causing lava to start bubbling up as a volcano begins forming in the la brea tar pits the director of the citys emergency management service working with a geologist must then use every resource in the city to try and stop the volcano from consuming la
53932,tt0120479,movie,Warriors of Virtue,Warriors of Virtue,1997,101,"Action,Adventure,Fantasy",J. Todd Adams,tt0357668,tt0238784,tt0200276,4.8,en,"A young man, Ryan, suffering from a disability, wishes to join the other kids from his schools football team. During an initiation rite, Ryan is swept away through a whirlpool to the land of Tao. There he is hunted by the evil Lord Komodo, who desires the boy as a key to enter the real world. Ryan is rescued by the protectors of Tao, five humanoid kangaroos, each embued with the five elements and virtues. Ryan learns his valuable lesson while saving the land of Tao.",5.439,1997-05-02,103.0,"['zh', 'de', 'en']","['China Film Co-Production Corporation', 'Law Brothers Entertainment', 'IJL Creations', 'Metro-Goldwyn-Mayer']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a young man ryan suffering from a disability wishes to join the other kids from his schools football team during an initiation rite ryan is swept away through a whirlpool to the land of tao there he is hunted by the evil lord komodo who desires the boy as a key to enter the real world ryan is rescued by the protectors of tao five humanoid kangaroos each embued with the five elements and virtues ryan learns his valuable lesson while saving the land of tao
53938,tt0120483,movie,The Man Who Knew Too Little,The Man Who Knew Too Little,1997,94,"Comedy,Crime,Drama",Venetia Barrett,tt0423706,tt0092379,tt0111913,6.6,en,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.",11.39,1997-11-14,97.0,['en'],"['Regency Enterprises', 'Polar Productions', 'Warner Bros. Pictures', 'Taurus Film']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,an american gets a ticket for an audience participation game in london then gets involved in a case of mistaken identity as an international plot unravels around him he thinks its all part of the act
53952,tt0120488,movie,My X-Girlfriend's Wedding Reception,My Ex-Girlfriend's Wedding,1999,85,"Comedy,Music",Joe Moore,Pas de film,Pas de film,Pas de film,4.6,en,"This brutally honest comedy depicts the Jewish-Italian wedding reception of Lisa Weinstein (Deborah Gibson), as guests can't help but notice the romantic sparks among Lisa, the groom (Joey Scherr), the maid of honor (Mo Gaffney) and the bride's ex-boyfriend, the reception band leader (Martin Guigui). Meanwhile, various guests on both sides of the aisle pursue their own love interests at the event. Dom DeLuise co-stars.",0.625,1999-01-09,0.0,[],[],CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,this brutally honest comedy depicts the jewishitalian wedding reception of lisa weinstein deborah gibson as guests cant help but notice the romantic sparks among lisa the groom joey scherr the maid of honor mo gaffney and the brides exboyfriend the reception band leader martin guigui meanwhile various guests on both sides of the aisle pursue their own love interests at the event dom deluise costars
53962,tt0120505,movie,Bela Donna,Bela Donna,1998,111,"Drama,Romance",Lucíola Vilella,tt0119815,tt0080482,tt0140601,4.1,en,"American couple move to the State of Ceará, Brazil, in the 1930s. The husband is looking for oil. His beautiful wife, Donna, soon falls in love with a rude but charming fisherman. The forbidden romance may destroy her marriage and upset the morals of the small village where they live.",1.317,1998-08-14,111.0,['es'],"['Companhia de Imagem', 'Consórcio Europa Severiano Ribeiro', 'LC Barreto']",GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,american couple move to the state of cear brazil in the s the husband is looking for oil his beautiful wife donna soon falls in love with a rude but charming fisherman the forbidden romance may destroy her marriage and upset the morals of the small village where they live
53964,tt0120510,movie,Wide Awake,Wide Awake,1998,88,"Comedy,Drama,Family",Arleen Goman,Pas de film,Pas de film,Pas de film,5.8,en,"The tale of a ten-year-old boy in a Catholic school who, following the death of his beloved grandfather, embarks on a quest to discover the meaning of life.",5.09,1998-03-20,88.0,['en'],"['Miramax', 'Woods Entertainment']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,the tale of a tenyearold boy in a catholic school who following the death of his beloved grandfather embarks on a quest to discover the meaning of life
53969,tt0120512,movie,Wild America,Wild America,1997,106,"Action,Adventure,Comedy",Maggie Blackkettle,tt0106087,tt0107539,tt0297094,6.4,en,"Three brothers - Marshall, Marty and Mark dream of becoming naturalists and portraying animal life of America. One summer their dream comes true, they travel through America, filming alligators, bears and moose.",6.524,1997-07-02,106.0,['en'],['Morgan Creek Productions'],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,three brothers  marshall marty and mark dream of becoming naturalists and portraying animal life of america one summer their dream comes true they travel through america filming alligators bears and moose
53976,tt0120514,movie,Wilde,Wilde,1997,118,"Biography,Drama,Romance",Avril Elgar,tt0072566,tt0278854,tt0989125,6.9,en,"The story of Oscar Wilde, genius, poet, playwright and the First Modern Man. The self-realisation of his homosexuality caused Wilde enormous torment as he juggled marriage, fatherhood and responsibility with his obsessive love for Lord Alfred Douglas.",11.976,1997-09-01,118.0,['en'],"['Dove International', 'BBC', 'capitol international', 'Pandora Film']",GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,the story of oscar wilde genius poet playwright and the first modern man the selfrealisation of his homosexuality caused wilde enormous torment as he juggled marriage fatherhood and responsibility with his obsessive love for lord alfred douglas
